# Recording: 0-reuse
# Exported: 2026-06-07T22:43:15.514Z
# Duration: 60.0 s
# World Seed: 12345
# View Distance: 3
# Terrain Quality: 24 segments
# Texture Reuse Rate: 1
# Terrain Algorithm: none
# Terrain Shader Seed: N/A
# Camera Height: 50
# Camera Distance: 60
# Camera Azimuth: 0.0000 rad
# Camera Polar: 1.0472 rad
#
# --- Summary (avg / min / max) ---
# FPS: 112.6 / 25 / 118
# Render ms: 195.513 / 10.700 / 647.400
# TextureGen ms: 9.913 / 1.200 / 15.300
# ChunkGen ms: 0.044 / 0.000 / 0.100
# Total Textures Generated: 38
# Total Chunks Generated: 9
#
# Object Slots:
#   tree/0: algorithm=wood seed=N/A
#   tree/1: algorithm=none seed=N/A
#   pine/0: algorithm=wood seed=N/A
#   pine/1: algorithm=none seed=N/A
#   rock/0: algorithm=perlin seed=N/A
#   rock/1: algorithm=none seed=N/A
#   cactus/0: algorithm=none seed=N/A
#   cactus/1: algorithm=none seed=N/A
#   bush/0: algorithm=simplex seed=N/A
#   bush/1: algorithm=none seed=N/A
#
Sample,FPS,FPS_Timestamp_ms,TextureGen_ms,TextureGen_Timestamp_ms,ChunkGen_ms,ChunkGen_Timestamp_ms,Render_ms,Render_Timestamp_ms
0,117.0,4088,15.300,4088,0.000,8559,10.700,8559
1,74.0,8559,1.300,8559,0.100,15204,628.500,10579
2,53.0,9965,15.300,9965,0.000,18003,25.200,11228
3,25.0,10579,1.300,10579,0.100,24561,25.600,12587
4,77.0,11228,14.700,11228,0.000,27207,25.400,13807
5,116.0,11727,15.000,12587,0.100,46062,500.300,15204
6,117.0,13086,1.300,13807,0.000,47445,24.700,16474
7,115.0,13807,15.300,15204,0.100,48703,24.900,18003
8,118.0,14306,2.000,16474,0.000,51362,25.000,19178
9,117.0,15204,14.700,18003,,,24.100,20602
10,118.0,15702,14.800,19178,,,22.300,21815
11,116.0,16474,14.700,20602,,,23.500,23238
12,117.0,18502,1.300,21815,,,32.900,24561
13,114.0,19178,14.700,26088,,,647.400,26088
14,115.0,20602,2.000,27207,,,420.600,27207
15,117.0,21097,14.700,28613,,,498.600,28613
16,116.0,21815,14.600,29879,,,22.600,29879
17,115.0,22316,2.000,31289,,,31.300,31289
18,117.0,23238,1.300,32580,,,438.900,32580
19,116.0,23735,14.900,34134,,,21.800,34134
20,117.0,24561,14.800,36704,,,22.100,35247
21,116.0,26582,2.000,37916,,,535.900,36704
22,117.0,27708,15.100,39289,,,22.800,37916
23,115.0,29113,1.200,40629,,,440.700,39289
24,117.0,29879,14.700,42111,,,24.100,40629
25,116.0,30377,14.800,43384,,,23.000,42111
26,117.0,31784,14.700,44661,,,507.500,43384
27,118.0,34134,1.300,46062,,,445.400,44661
28,117.0,34632,14.700,47445,,,22.100,46062
29,114.0,35247,14.600,48703,,,21.100,47445
30,116.0,35748,14.600,50176,,,21.900,48703
31,118.0,36704,14.700,51362,,,591.200,50176
32,115.0,37202,1.200,52760,,,438.000,51362
33,116.0,37916,1.400,54046,,,16.200,52760
34,117.0,38413,14.600,55461,,,22.000,54046
35,118.0,39289,1.200,56738,,,23.100,55461
36,116.0,39789,15.100,58118,,,452.900,56738
37,115.0,41130,14.800,59460,,,19.900,58118
38,117.0,42111,,,,,500.800,59460
39,116.0,42612,,,,,,
40,117.0,43384,,,,,,
41,116.0,43880,,,,,,
42,115.0,45160,,,,,,
43,116.0,46062,,,,,,
44,115.0,46560,,,,,,
45,117.0,47445,,,,,,
46,115.0,47943,,,,,,
47,116.0,48703,,,,,,
48,115.0,49200,,,,,,
49,117.0,50176,,,,,,
50,115.0,50671,,,,,,
51,116.0,51362,,,,,,
52,114.0,51860,,,,,,
53,117.0,52760,,,,,,
54,116.0,53255,,,,,,
55,117.0,54046,,,,,,
56,116.0,54546,,,,,,
57,117.0,55461,,,,,,
58,115.0,55958,,,,,,
59,117.0,56738,,,,,,
60,116.0,57234,,,,,,
61,117.0,58118,,,,,,
62,115.0,58614,,,,,,
63,116.0,59460,,,,,,
64,115.0,59956,,,,,,
