# Recording: 25-reuse
# Run: 10 of 10
# Exported: 2026-06-07T01:18:53.652Z
# Duration: 60.0 s
# World Seed: 12345
# View Distance: 3
# Terrain Quality: 24 segments
# Texture Reuse Rate: 25
# Terrain Algorithm: none
# Terrain Shader Seed: N/A
# Camera Height: 50
# Camera Distance: 60
# Camera Azimuth: 0.0000 rad
# Camera Polar: 1.0472 rad
#
# --- Summary (avg / min / max) ---
# FPS: 94.3 / 26 / 105
# Render ms: 432.088 / 11.700 / 624.300
# TextureGen ms: 9.040 / 1.200 / 14.700
# ChunkGen ms: 0.043 / 0.000 / 0.100
# Total Textures Generated: 42
# Total Chunks Generated: 7
#
# Object Slots:
#   tree/0: algorithm=wood seed=N/A
#   tree/1: algorithm=none seed=N/A
#   pine/0: algorithm=wood seed=N/A
#   pine/1: algorithm=none seed=N/A
#   rock/0: algorithm=perlin seed=N/A
#   rock/1: algorithm=none seed=N/A
#   cactus/0: algorithm=none seed=N/A
#   cactus/1: algorithm=none seed=N/A
#   bush/0: algorithm=simplex seed=N/A
#   bush/1: algorithm=none seed=N/A
#
Sample,FPS,FPS_Timestamp_ms,TextureGen_ms,TextureGen_Timestamp_ms,ChunkGen_ms,ChunkGen_Timestamp_ms,Render_ms,Render_Timestamp_ms
0,104.0,3099,13.800,3099,0.000,3099,11.700,4080
1,26.0,4080,2.100,4080,0.100,4559,373.100,5717
2,61.0,4577,14.300,4559,0.000,5717,518.900,7207
3,102.0,5084,14.700,5717,0.100,13777,291.200,8299
4,93.0,5717,1.200,7207,0.000,17941,471.800,9827
5,101.0,6232,1.900,8299,0.100,53825,531.100,11219
6,94.0,7207,1.200,9827,0.000,55213,556.100,12578
7,105.0,7714,14.700,11219,,,414.200,13777
8,82.0,8299,14.200,12578,,,486.100,15182
9,98.0,8799,1.300,13777,,,410.300,16439
10,92.0,9313,14.100,15182,,,567.000,17941
11,62.0,9827,1.900,16439,,,431.400,19139
12,87.0,10332,14.100,17941,,,503.600,20533
13,103.0,11718,14.300,19139,,,381.800,21743
14,96.0,12578,14.000,20533,,,459.000,23154
15,99.0,13076,1.300,21743,,,426.400,24466
16,104.0,13777,1.300,24466,,,619.700,25982
17,99.0,14277,14.200,25982,,,407.200,27104
18,100.0,15182,1.900,27104,,,480.900,28520
19,98.0,15680,14.000,28520,,,391.300,29753
20,94.0,16935,13.900,29753,,,453.500,31161
21,87.0,17941,1.800,31161,,,420.500,32455
22,99.0,18438,1.200,32455,,,624.300,33997
23,89.0,19139,14.400,33997,,,414.100,35123
24,102.0,19643,14.100,35123,,,17.500,36572
25,96.0,20533,13.900,36572,,,380.700,37763
26,94.0,21033,1.900,37763,,,431.100,39145
27,91.0,21743,14.100,39145,,,411.900,40474
28,96.0,22246,1.300,40474,,,549.900,41946
29,93.0,23154,14.000,41946,,,495.200,43224
30,96.0,23661,14.200,43224,,,420.300,44482
31,95.0,24466,14.000,44482,,,478.900,45874
32,99.0,24977,1.300,45874,,,521.000,47249
33,91.0,25982,14.400,47249,,,448.100,48509
34,102.0,26480,13.900,48509,,,565.200,49958
35,91.0,27104,14.600,51157,,,428.500,51157
36,100.0,27612,1.200,52538,,,475.600,52538
37,94.0,28520,1.400,53825,,,430.700,53825
38,93.0,29027,14.200,55213,,,486.700,55213
39,96.0,29753,1.200,56500,,,440.700,56500
40,102.0,30258,14.100,57882,,,488.700,57882
41,94.0,31161,14.100,59250,,,31.800,59250
42,101.0,31661,,,,,,
43,103.0,32455,,,,,,
44,95.0,32963,,,,,,
45,98.0,34495,,,,,,
46,88.0,35123,,,,,,
47,98.0,35631,,,,,,
48,92.0,36572,,,,,,
49,99.0,37080,,,,,,
50,91.0,37763,,,,,,
51,102.0,38275,,,,,,
52,98.0,39145,,,,,,
53,100.0,39644,,,,,,
54,95.0,40474,,,,,,
55,97.0,40977,,,,,,
56,96.0,42443,,,,,,
57,93.0,43224,,,,,,
58,100.0,43719,,,,,,
59,93.0,44482,,,,,,
60,96.0,44981,,,,,,
61,94.0,45874,,,,,,
62,101.0,46370,,,,,,
63,96.0,47249,,,,,,
64,104.0,47747,,,,,,
65,88.0,48509,,,,,,
66,96.0,49013,,,,,,
67,94.0,49958,,,,,,
68,96.0,50460,,,,,,
69,93.0,51157,,,,,,
70,94.0,51662,,,,,,
71,88.0,52538,,,,,,
72,98.0,53032,,,,,,
73,89.0,53825,,,,,,
74,99.0,54331,,,,,,
75,95.0,55213,,,,,,
76,102.0,55713,,,,,,
77,96.0,56500,,,,,,
78,100.0,57003,,,,,,
79,90.0,57882,,,,,,
80,99.0,58384,,,,,,
81,88.0,59250,,,,,,
82,96.0,59759,,,,,,
