# Recording: vd-3
# Run: 4 of 10
# Exported: 2026-06-07T00:46:37.117Z
# Duration: 60.0 s
# World Seed: 12345
# View Distance: 3
# Terrain Quality: 32 segments
# Texture Reuse Rate: 3
# Terrain Algorithm: none
# Terrain Shader Seed: N/A
# Camera Height: 50
# Camera Distance: 60
# Camera Azimuth: 0.0000 rad
# Camera Polar: 1.0472 rad
#
# --- Summary (avg / min / max) ---
# FPS: 96.0 / 82 / 120
# Render ms: 44.140 / 13.700 / 58.500
# TextureGen ms: 0.000 / 0.000 / 0.000
# ChunkGen ms: 0.044 / 0.000 / 0.100
# Total Textures Generated: 0
# Total Chunks Generated: 9
#
# Object Slots:
#   tree/0: algorithm=none seed=N/A
#   tree/1: algorithm=none seed=N/A
#   pine/0: algorithm=none seed=N/A
#   pine/1: algorithm=none seed=N/A
#   rock/0: algorithm=none seed=N/A
#   rock/1: algorithm=none seed=N/A
#   cactus/0: algorithm=none seed=N/A
#   cactus/1: algorithm=none seed=N/A
#   bush/0: algorithm=none seed=N/A
#   bush/1: algorithm=none seed=N/A
#
Sample,FPS,FPS_Timestamp_ms,TextureGen_ms,TextureGen_Timestamp_ms,ChunkGen_ms,ChunkGen_Timestamp_ms,Render_ms,Render_Timestamp_ms
0,100.0,404,,,0.000,176,58.500,222
1,102.0,905,,,0.100,17426,48.100,1371
2,99.0,1411,,,0.000,18758,33.500,2698
3,97.0,1928,,,0.100,32141,21.100,4050
4,107.0,2432,,,0.000,33482,32.600,5371
5,118.0,2932,,,0.100,40169,48.300,6715
6,120.0,3431,,,0.000,42839,46.100,8062
7,100.0,3940,,,0.100,44195,13.700,9390
8,99.0,4446,,,0.000,45544,51.700,10739
9,118.0,5446,,,,,41.100,12079
10,114.0,5946,,,,,45.300,13417
11,117.0,6446,,,,,41.300,14749
12,108.0,6953,,,,,49.900,16088
13,120.0,7460,,,,,52.800,17426
14,113.0,8467,,,,,48.200,18772
15,120.0,8967,,,,,51.200,20106
16,113.0,9474,,,,,40.400,21447
17,115.0,9977,,,,,50.300,22790
18,98.0,10480,,,,,57.100,24131
19,96.0,10981,,,,,52.400,25474
20,97.0,11490,,,,,47.800,26804
21,96.0,11993,,,,,40.300,28150
22,85.0,12494,,,,,22.100,29489
23,96.0,12995,,,,,44.400,30817
24,98.0,14012,,,,,44.900,32152
25,92.0,15011,,,,,22.800,33482
26,97.0,15513,,,,,56.100,34845
27,93.0,16015,,,,,47.800,36171
28,88.0,16528,,,,,41.900,37516
29,92.0,17030,,,,,48.700,38857
30,82.0,17531,,,,,41.500,40181
31,95.0,18038,,,,,51.900,41523
32,98.0,18537,,,,,46.400,42854
33,93.0,19042,,,,,52.500,44210
34,95.0,19549,,,,,53.900,45544
35,97.0,20050,,,,,52.700,46890
36,95.0,20560,,,,,44.100,48219
37,89.0,21059,,,,,46.800,49554
38,88.0,21562,,,,,45.500,50886
39,94.0,22061,,,,,47.100,52219
40,97.0,22563,,,,,20.900,53571
41,92.0,23064,,,,,45.300,54900
42,96.0,23581,,,,,53.000,56244
43,100.0,24086,,,,,44.800,57571
44,92.0,24592,,,,,39.500,58903
45,90.0,25090,,,,,,
46,98.0,25594,,,,,,
47,95.0,26095,,,,,,
48,97.0,26595,,,,,,
49,95.0,27096,,,,,,
50,94.0,27598,,,,,,
51,93.0,28097,,,,,,
52,91.0,28599,,,,,,
53,96.0,29096,,,,,,
54,93.0,29598,,,,,,
55,91.0,30115,,,,,,
56,100.0,30628,,,,,,
57,91.0,31133,,,,,,
58,98.0,31633,,,,,,
59,96.0,32152,,,,,,
60,95.0,32658,,,,,,
61,91.0,33162,,,,,,
62,93.0,33663,,,,,,
63,98.0,34178,,,,,,
64,93.0,34681,,,,,,
65,92.0,35183,,,,,,
66,93.0,35696,,,,,,
67,89.0,36194,,,,,,
68,87.0,36693,,,,,,
69,96.0,37196,,,,,,
70,99.0,37695,,,,,,
71,93.0,38201,,,,,,
72,88.0,38703,,,,,,
73,96.0,39211,,,,,,
74,94.0,39712,,,,,,
75,91.0,40223,,,,,,
76,93.0,40729,,,,,,
77,92.0,41238,,,,,,
78,95.0,41744,,,,,,
79,96.0,42259,,,,,,
80,98.0,42767,,,,,,
81,95.0,43279,,,,,,
82,96.0,43781,,,,,,
83,87.0,44289,,,,,,
84,94.0,44795,,,,,,
85,99.0,45298,,,,,,
86,94.0,45801,,,,,,
87,90.0,46312,,,,,,
88,84.0,46813,,,,,,
89,96.0,47326,,,,,,
90,86.0,47827,,,,,,
91,89.0,48330,,,,,,
92,92.0,48834,,,,,,
93,96.0,49332,,,,,,
94,87.0,49847,,,,,,
95,94.0,50346,,,,,,
96,91.0,50886,,,,,,
97,95.0,51382,,,,,,
98,94.0,52397,,,,,,
99,95.0,52912,,,,,,
100,93.0,53412,,,,,,
101,95.0,53912,,,,,,
102,96.0,54413,,,,,,
103,90.0,54916,,,,,,
104,92.0,55418,,,,,,
105,90.0,55928,,,,,,
106,93.0,56430,,,,,,
107,91.0,56931,,,,,,
108,96.0,57444,,,,,,
109,92.0,57936,,,,,,
110,93.0,58445,,,,,,
111,87.0,59459,,,,,,
112,99.0,59960,,,,,,
