# base_algorithm,wood
# population_size,25
# initial_mutation_rate,0.2
# max_iterations,300
# output_size,128
# generations_completed,300
# total_evaluations,7500
# runtime_s,231.473
# final_best_fitness,0.912175
generation,cumulative_evaluations,elapsed_ms,elapsed_s,best_fitness,best_ever_fitness,mean_fitness,worst_fitness,std_fitness,mutation_rate,best_comp_mean,best_comp_variance,best_comp_gradient_dir,best_comp_edge_density,best_comp_histogram
186,4650,143425.00,143.4250,0.912175,0.912175,0.887802,0.835940,0.017530,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
187,4675,144199.00,144.1990,0.912175,0.912175,0.892655,0.866296,0.012535,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
188,4700,144966.00,144.9660,0.912175,0.912175,0.892915,0.866050,0.012785,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
189,4725,145732.00,145.7320,0.912175,0.912175,0.892102,0.849163,0.013505,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
190,4750,146516.00,146.5160,0.912175,0.912175,0.895539,0.868054,0.010522,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
191,4775,147289.00,147.2890,0.912175,0.912175,0.896872,0.871991,0.009655,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
192,4800,148049.00,148.0490,0.912175,0.912175,0.895106,0.853641,0.013051,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
193,4825,148808.00,148.8080,0.912175,0.912175,0.893593,0.847274,0.016297,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
194,4850,149574.00,149.5740,0.912175,0.912175,0.893237,0.862583,0.012734,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
195,4875,150352.00,150.3520,0.912175,0.912175,0.894916,0.855177,0.016019,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
196,4900,151116.00,151.1160,0.912175,0.912175,0.889837,0.840433,0.017780,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
197,4925,151883.00,151.8830,0.912175,0.912175,0.891986,0.863593,0.013109,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
198,4950,152676.00,152.6760,0.912175,0.912175,0.895039,0.864409,0.014222,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
199,4975,153441.00,153.4410,0.912175,0.912175,0.896417,0.876950,0.009780,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
200,5000,154215.00,154.2150,0.912175,0.912175,0.895892,0.870438,0.011000,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
201,5025,154987.00,154.9870,0.912175,0.912175,0.892487,0.851622,0.014825,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
202,5050,155758.00,155.7580,0.912175,0.912175,0.894652,0.870127,0.011638,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
203,5075,156542.00,156.5420,0.912175,0.912175,0.890526,0.866019,0.013710,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
204,5100,157304.00,157.3040,0.912175,0.912175,0.889355,0.842429,0.017653,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
205,5125,158078.00,158.0780,0.912175,0.912175,0.894200,0.862356,0.013888,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
206,5150,158840.00,158.8400,0.912175,0.912175,0.891485,0.848526,0.015745,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
207,5175,159610.00,159.6100,0.912175,0.912175,0.893637,0.865174,0.012679,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
208,5200,160369.00,160.3690,0.912175,0.912175,0.895747,0.875664,0.009490,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
209,5225,161134.00,161.1340,0.912175,0.912175,0.896283,0.867418,0.010101,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
210,5250,161903.00,161.9030,0.912175,0.912175,0.891510,0.865759,0.012809,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
211,5275,162685.00,162.6850,0.912175,0.912175,0.891358,0.851522,0.015227,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
212,5300,163444.00,163.4440,0.912175,0.912175,0.892517,0.835609,0.016332,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
213,5325,164214.00,164.2140,0.912175,0.912175,0.890568,0.854742,0.013894,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
214,5350,164986.00,164.9860,0.912175,0.912175,0.892245,0.853999,0.012744,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
215,5375,165751.00,165.7510,0.912175,0.912175,0.895438,0.865492,0.012078,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
216,5400,166538.00,166.5380,0.912175,0.912175,0.893620,0.865691,0.013593,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
217,5425,167318.00,167.3180,0.912175,0.912175,0.896198,0.870320,0.011953,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
218,5450,168084.00,168.0840,0.912175,0.912175,0.893970,0.876427,0.010485,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
219,5475,168869.00,168.8690,0.912175,0.912175,0.891901,0.839091,0.014864,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
220,5500,169634.00,169.6340,0.912175,0.912175,0.895452,0.871508,0.011665,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
221,5525,170398.00,170.3980,0.912175,0.912175,0.890645,0.860091,0.016779,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
222,5550,171163.00,171.1630,0.912175,0.912175,0.892506,0.854581,0.014344,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
223,5575,171936.00,171.9360,0.912175,0.912175,0.895429,0.872910,0.010203,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
224,5600,172719.00,172.7190,0.912175,0.912175,0.895249,0.856549,0.011629,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
225,5625,173506.00,173.5060,0.912175,0.912175,0.894692,0.859291,0.013578,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
226,5650,174277.00,174.2770,0.912175,0.912175,0.896419,0.869178,0.011160,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
227,5675,175049.00,175.0490,0.912175,0.912175,0.892776,0.872812,0.011719,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
228,5700,175840.00,175.8400,0.912175,0.912175,0.894561,0.870618,0.011206,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
229,5725,176619.00,176.6190,0.912175,0.912175,0.889430,0.835106,0.015344,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
230,5750,177400.00,177.4000,0.912175,0.912175,0.893038,0.857831,0.014488,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
231,5775,178180.00,178.1800,0.912175,0.912175,0.896383,0.859297,0.011792,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
232,5800,178947.00,178.9470,0.912175,0.912175,0.892991,0.853864,0.014336,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
233,5825,179720.00,179.7200,0.912175,0.912175,0.897056,0.862216,0.011133,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
234,5850,180487.00,180.4870,0.912175,0.912175,0.894592,0.868574,0.012321,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
235,5875,181253.00,181.2530,0.912175,0.912175,0.893013,0.873167,0.010906,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
236,5900,182028.00,182.0280,0.912175,0.912175,0.888898,0.855445,0.014351,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
237,5925,182792.00,182.7920,0.912175,0.912175,0.893524,0.858573,0.013461,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
238,5950,183564.00,183.5640,0.912175,0.912175,0.892834,0.863066,0.013204,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
239,5975,184332.00,184.3320,0.912175,0.912175,0.896958,0.875219,0.009684,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
240,6000,185107.00,185.1070,0.912175,0.912175,0.893140,0.869812,0.011465,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
241,6025,185899.00,185.8990,0.912175,0.912175,0.896912,0.868993,0.010284,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
242,6050,186670.00,186.6700,0.912175,0.912175,0.896386,0.854372,0.012472,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
243,6075,187443.00,187.4430,0.912175,0.912175,0.897332,0.868646,0.009302,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
244,6100,188214.00,188.2140,0.912175,0.912175,0.894020,0.865327,0.012897,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
245,6125,188974.00,188.9740,0.912175,0.912175,0.896045,0.864868,0.011041,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
246,6150,189759.00,189.7590,0.912175,0.912175,0.892945,0.846683,0.016539,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
247,6175,190525.00,190.5250,0.912175,0.912175,0.893864,0.869197,0.010556,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
248,6200,191291.00,191.2910,0.912175,0.912175,0.895654,0.874442,0.010667,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
249,6225,192067.00,192.0670,0.912175,0.912175,0.887760,0.852513,0.015723,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
250,6250,192837.00,192.8370,0.912175,0.912175,0.891562,0.863116,0.012258,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
251,6275,193603.00,193.6030,0.912175,0.912175,0.890640,0.857862,0.013207,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
252,6300,194386.00,194.3860,0.912175,0.912175,0.892554,0.863615,0.012185,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
253,6325,195153.00,195.1530,0.912175,0.912175,0.897171,0.881124,0.009471,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
254,6350,195920.00,195.9200,0.912175,0.912175,0.895357,0.870310,0.011288,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
255,6375,196692.00,196.6920,0.912175,0.912175,0.890822,0.867332,0.012053,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
256,6400,197459.00,197.4590,0.912175,0.912175,0.897125,0.861938,0.009929,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
257,6425,198222.00,198.2220,0.912175,0.912175,0.896343,0.863308,0.011705,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
258,6450,198981.00,198.9810,0.912175,0.912175,0.894861,0.869279,0.012531,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
259,6475,199759.00,199.7590,0.912175,0.912175,0.887698,0.846127,0.016609,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
260,6500,200521.00,200.5210,0.912175,0.912175,0.893089,0.870757,0.011709,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
261,6525,201286.00,201.2860,0.912175,0.912175,0.895769,0.877516,0.009442,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
262,6550,202052.00,202.0520,0.912175,0.912175,0.889988,0.837615,0.016894,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
263,6575,202821.00,202.8210,0.912175,0.912175,0.895211,0.849283,0.011600,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
264,6600,203596.00,203.5960,0.912175,0.912175,0.891988,0.857539,0.012655,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
265,6625,204367.00,204.3670,0.912175,0.912175,0.894045,0.879935,0.009318,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
266,6650,205138.00,205.1380,0.912175,0.912175,0.894755,0.863714,0.011224,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
267,6675,205901.00,205.9010,0.912175,0.912175,0.896944,0.867833,0.009184,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
268,6700,206672.00,206.6720,0.912175,0.912175,0.894756,0.869341,0.010217,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
269,6725,207436.00,207.4360,0.912175,0.912175,0.893010,0.859484,0.013252,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
270,6750,208203.00,208.2030,0.912175,0.912175,0.894684,0.868679,0.011598,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
271,6775,208976.00,208.9760,0.912175,0.912175,0.894409,0.875475,0.010677,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
272,6800,209786.00,209.7860,0.912175,0.912175,0.892877,0.852786,0.012312,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
273,6825,210552.00,210.5520,0.912175,0.912175,0.891106,0.863427,0.013922,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
274,6850,211317.00,211.3170,0.912175,0.912175,0.896074,0.871678,0.009972,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
275,6875,212085.00,212.0850,0.912175,0.912175,0.897083,0.857007,0.013217,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
276,6900,212848.00,212.8480,0.912175,0.912175,0.892892,0.851365,0.014686,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
277,6925,213616.00,213.6160,0.912175,0.912175,0.894141,0.848340,0.014413,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
278,6950,214391.00,214.3910,0.912175,0.912175,0.896003,0.867505,0.010477,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
279,6975,215162.00,215.1620,0.912175,0.912175,0.889412,0.858939,0.017197,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
280,7000,215942.00,215.9420,0.912175,0.912175,0.893510,0.856466,0.013107,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
281,7025,216709.00,216.7090,0.912175,0.912175,0.896007,0.875885,0.011172,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
282,7050,217473.00,217.4730,0.912175,0.912175,0.896502,0.875348,0.009268,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
283,7075,218242.00,218.2420,0.912175,0.912175,0.894320,0.863189,0.014272,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
284,7100,219013.00,219.0130,0.912175,0.912175,0.891847,0.860160,0.013594,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
285,7125,219781.00,219.7810,0.912175,0.912175,0.897939,0.870830,0.009662,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
286,7150,220553.00,220.5530,0.912175,0.912175,0.893813,0.854093,0.014996,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
287,7175,221321.00,221.3210,0.912175,0.912175,0.893919,0.862597,0.012772,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
288,7200,222077.00,222.0770,0.912175,0.912175,0.893330,0.851353,0.013253,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
289,7225,222866.00,222.8660,0.912175,0.912175,0.892061,0.855068,0.013100,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
290,7250,223635.00,223.6350,0.912175,0.912175,0.893124,0.863837,0.012279,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
291,7275,224403.00,224.4030,0.912175,0.912175,0.888166,0.849271,0.015863,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
292,7300,225180.00,225.1800,0.912175,0.912175,0.896564,0.862904,0.009930,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
293,7325,225944.00,225.9440,0.912175,0.912175,0.895869,0.872164,0.009547,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
294,7350,226720.00,226.7200,0.912175,0.912175,0.895433,0.867358,0.010931,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
295,7375,227489.00,227.4890,0.912175,0.912175,0.892031,0.861299,0.011960,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
296,7400,228339.00,228.3390,0.912175,0.912175,0.890571,0.837495,0.016216,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
297,7425,229096.00,229.0960,0.912175,0.912175,0.896492,0.878275,0.009879,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
298,7450,229856.00,229.8560,0.912175,0.912175,0.893404,0.853420,0.013299,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
299,7475,230634.00,230.6340,0.912175,0.912175,0.890198,0.853951,0.015486,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
300,7500,231402.00,231.4020,0.912175,0.912175,0.895705,0.864258,0.013461,0.500000,0.957731,0.997479,0.999328,0.741943,0.804932
