# base_algorithm,wood
# population_size,15
# initial_mutation_rate,0.35
# max_iterations,150
# output_size,128
# generations_completed,150
# total_evaluations,2250
# runtime_s,71.866
# final_best_fitness,0.912050
generation,cumulative_evaluations,elapsed_ms,elapsed_s,best_fitness,best_ever_fitness,mean_fitness,worst_fitness,std_fitness,mutation_rate,best_comp_mean,best_comp_variance,best_comp_gradient_dir,best_comp_edge_density,best_comp_histogram
96,1440,45848.00,45.8480,0.911574,0.911574,0.898687,0.878073,0.010486,0.350000,0.959691,0.997388,0.998155,0.738586,0.806274
97,1455,46322.00,46.3220,0.911574,0.911574,0.894486,0.867557,0.013103,0.350000,0.959691,0.997388,0.998155,0.738586,0.806274
98,1470,46797.00,46.7970,0.911574,0.911574,0.892541,0.853179,0.016693,0.350000,0.959691,0.997388,0.998155,0.738586,0.806274
99,1485,47272.00,47.2720,0.911574,0.911574,0.897783,0.868426,0.012683,0.350000,0.959691,0.997388,0.998155,0.738586,0.806274
100,1500,47753.00,47.7530,0.911574,0.911574,0.899701,0.875357,0.012286,0.350000,0.959691,0.997388,0.998155,0.738586,0.806274
101,1515,48227.00,48.2270,0.911574,0.911574,0.898359,0.874766,0.011201,0.385000,0.959691,0.997388,0.998155,0.738586,0.806274
102,1530,48703.00,48.7030,0.911574,0.911574,0.897257,0.871933,0.012510,0.423500,0.959691,0.997388,0.998155,0.738586,0.806274
103,1545,49194.00,49.1940,0.911574,0.911574,0.897624,0.873443,0.012723,0.465850,0.959691,0.997388,0.998155,0.738586,0.806274
104,1560,49675.00,49.6750,0.911574,0.911574,0.898706,0.885820,0.007792,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
105,1575,50156.00,50.1560,0.911574,0.911574,0.890524,0.866545,0.014310,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
106,1590,50631.00,50.6310,0.911574,0.911574,0.898944,0.860027,0.013363,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
107,1605,51112.00,51.1120,0.911574,0.911574,0.897274,0.873426,0.010426,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
108,1620,51589.00,51.5890,0.911574,0.911574,0.894799,0.852024,0.014061,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
109,1635,52074.00,52.0740,0.911574,0.911574,0.898231,0.875433,0.010550,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
110,1650,52551.00,52.5510,0.911574,0.911574,0.896072,0.871049,0.014493,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
111,1665,53030.00,53.0300,0.911574,0.911574,0.895943,0.869644,0.013170,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
112,1680,53516.00,53.5160,0.911574,0.911574,0.894229,0.850466,0.016336,0.500000,0.959691,0.997388,0.998155,0.738586,0.806274
