# base_algorithm,wood
# population_size,15
# initial_mutation_rate,0.15
# max_iterations,150
# output_size,256
# generations_completed,150
# total_evaluations,2250
# runtime_s,78.454
# final_best_fitness,0.900307
generation,cumulative_evaluations,elapsed_ms,elapsed_s,best_fitness,best_ever_fitness,mean_fitness,worst_fitness,std_fitness,mutation_rate,best_comp_mean,best_comp_variance,best_comp_gradient_dir,best_comp_edge_density,best_comp_histogram
119,1785,62143.00,62.1430,0.894419,0.894419,0.880983,0.838101,0.015234,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
120,1800,62663.00,62.6630,0.894419,0.894419,0.886726,0.853011,0.009719,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
121,1815,63180.00,63.1800,0.894419,0.894419,0.882970,0.864340,0.008503,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
122,1830,63697.00,63.6970,0.894419,0.894419,0.879947,0.844096,0.014450,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
123,1845,64219.00,64.2190,0.894419,0.894419,0.879000,0.841783,0.012947,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
124,1860,64740.00,64.7400,0.894419,0.894419,0.880118,0.860906,0.009960,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
125,1875,65264.00,65.2640,0.894419,0.894419,0.878172,0.830592,0.017379,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
126,1890,65794.00,65.7940,0.894419,0.894419,0.881375,0.853523,0.011892,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
127,1905,66316.00,66.3160,0.894419,0.894419,0.881795,0.854046,0.012002,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
128,1920,66836.00,66.8360,0.894419,0.894419,0.882012,0.867809,0.007938,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
129,1935,67355.00,67.3550,0.894419,0.894419,0.876768,0.848112,0.013727,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
130,1950,67883.00,67.8830,0.894419,0.894419,0.876070,0.840376,0.017020,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
131,1965,68445.00,68.4450,0.894419,0.894419,0.875176,0.844959,0.014413,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
132,1980,68970.00,68.9700,0.894419,0.894419,0.876491,0.835180,0.016071,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
133,1995,69495.00,69.4950,0.894419,0.894419,0.881635,0.858210,0.010010,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
134,2010,70008.00,70.0080,0.894419,0.894419,0.879601,0.853296,0.012762,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
135,2025,70536.00,70.5360,0.894419,0.894419,0.882698,0.843120,0.013598,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
136,2040,71052.00,71.0520,0.894419,0.894419,0.879300,0.853939,0.013591,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
137,2055,71576.00,71.5760,0.894419,0.894419,0.884552,0.875521,0.006169,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
138,2070,72107.00,72.1070,0.894419,0.894419,0.879754,0.858424,0.011057,0.500000,0.954502,0.997141,0.999501,0.656509,0.803635
139,2085,72630.00,72.6300,0.895612,0.895612,0.885564,0.859988,0.009824,0.500000,0.958116,0.997152,0.996704,0.663681,0.804932
140,2100,73146.00,73.1460,0.895612,0.895612,0.880351,0.860159,0.010475,0.500000,0.958116,0.997152,0.996704,0.663681,0.804932
141,2115,73670.00,73.6700,0.895612,0.895612,0.883123,0.858410,0.010675,0.500000,0.958116,0.997152,0.996704,0.663681,0.804932
142,2130,74182.00,74.1820,0.895753,0.895753,0.878978,0.831499,0.018046,0.500000,0.957087,0.997245,0.995544,0.667114,0.804932
143,2145,74701.00,74.7010,0.895753,0.895753,0.882232,0.844447,0.012421,0.500000,0.957087,0.997245,0.995544,0.667114,0.804932
144,2160,75224.00,75.2240,0.898621,0.898621,0.885414,0.850390,0.012093,0.500000,0.961910,0.997119,0.992807,0.682724,0.804932
145,2175,75742.00,75.7420,0.899437,0.899437,0.890219,0.871881,0.007262,0.500000,0.965446,0.997101,0.999349,0.672714,0.804932
146,2190,76270.00,76.2700,0.900158,0.900158,0.885371,0.844955,0.013930,0.500000,0.959842,0.997288,0.995822,0.686554,0.804932
147,2205,76801.00,76.8010,0.900158,0.900158,0.887310,0.848321,0.014018,0.500000,0.959842,0.997288,0.995822,0.686554,0.804932
148,2220,77320.00,77.3200,0.900158,0.900158,0.888232,0.870932,0.009115,0.500000,0.959842,0.997288,0.995822,0.686554,0.804932
149,2235,77841.00,77.8410,0.900158,0.900158,0.890683,0.880406,0.005847,0.500000,0.959842,0.997288,0.995822,0.686554,0.804932
150,2250,78374.00,78.3740,0.900307,0.900307,0.889461,0.859870,0.012174,0.500000,0.959677,0.997265,0.993800,0.690979,0.804932
